Age,Gender,Employment_Status,Sleep_Hours,Sleep_Quality,Screen_Time_Hours,Physical_Activity_Hours,Social_Interaction_Score,Diet_Quality,Caffeine_Intake_Cups,Work_Study_Hours,Academic_Work_Pressure,Financial_Stress,Family_Support_Score,Stress_Level,Mental_Health_Score
34,Male,Student,3.5,6.9,3.8,5.6,5.7,8.3,0,7.9,8.0,2.3,4.3,4.9,57.5
33,Male,Employed,6.0,4.6,2.3,1.6,5.0,4.5,0,3.7,6.3,3.0,8.5,2.3,61.5
42,Female,Student,5.9,1.0,5.0,0.3,5.8,8.4,4,9.0,6.5,6.6,5.5,8.2,31.7
58,Male,Student,6.7,6.8,8.1,0.1,7.4,5.6,3,6.9,3.5,6.1,5.0,6.2,60.6
37,Female,Employed,4.1,6.8,4.6,5.3,9.4,3.5,0,5.6,7.8,7.0,8.3,7.9,66.6
19,Other,Student,8.0,6.5,7.3,1.4,2.3,5.4,1,6.0,9.3,7.8,5.9,4.0,49.5
51,Female,Student,6.6,6.6,5.4,2.6,0.0,5.6,1,4.0,7.2,9.0,5.4,7.0,33.5
24,Female,Unemployed,6.5,6.2,6.3,10.6,4.9,7.7,1,1.0,3.2,4.2,6.5,6.6,60.4
26,Male,Employed,5.0,6.3,7.5,1.2,3.3,7.3,0,7.9,4.2,8.2,5.4,4.8,44.0
56,Female,Student,6.2,1.9,5.1,1.6,7.7,6.9,4,10.4,7.9,4.6,4.8,4.6,52.8
43,Male,Student,5.5,5.7,7.0,3.1,5.3,7.1,2,5.5,2.9,3.4,10.0,8.1,40.0
45,Female,Employed,5.5,6.6,3.8,1.7,4.4,3.2,3,8.8,7.1,3.0,4.0,6.6,50.8
20,Male,Employed,6.0,9.2,6.6,7.2,1.8,7.0,2,7.2,3.9,2.8,8.8,6.2,69.2
57,Female,Employed,8.2,6.1,4.2,8.0,5.1,6.3,2,13.0,2.8,7.2,8.8,9.3,48.3
47,Female,Unemployed,7.8,10.0,8.0,3.8,5.0,3.5,1,3.7,3.7,1.6,3.5,2.9,82.1
33,Male,Employed,6.5,5.6,9.0,0.4,1.1,8.1,6,10.0,5.2,1.0,6.8,3.8,47.3
52,Male,Employed,7.3,8.0,9.3,5.6,4.3,4.2,4,2.4,5.9,1.9,8.1,5.9,61.8
35,Female,Employed,7.0,3.2,5.1,3.3,8.6,5.6,2,5.8,3.4,8.8,8.4,4.6,52.6
23,Female,Student,5.2,5.9,4.6,0.0,0.7,4.4,3,7.1,6.3,9.8,6.0,8.1,28.4
51,Male,Student,5.2,3.9,8.5,0.9,4.5,9.5,1,5.1,4.9,5.1,6.2,3.5,53.7
46,Male,Employed,4.6,6.2,7.9,11.9,3.3,4.9,0,9.6,6.6,4.3,4.9,3.6,52.5
56,Male,Employed,6.6,5.3,4.9,2.1,4.8,5.3,1,9.9,4.1,1.8,8.9,7.7,51.1
26,Female,Student,7.2,7.9,9.8,0.6,5.5,2.7,0,7.3,3.1,3.7,8.1,5.8,54.8
51,Female,Unemployed,4.3,4.7,10.9,0.5,5.8,7.4,6,0.4,5.3,8.4,6.1,3.4,34.7
47,Male,Unemployed,5.1,8.5,7.9,2.2,6.3,6.7,2,1.4,7.3,8.0,0.4,2.0,55.2
22,Male,Employed,7.6,8.2,3.5,5.7,6.8,5.8,1,7.0,8.7,1.1,7.4,5.6,81.4
53,Male,Student,6.2,6.1,9.1,0.7,8.6,3.2,2,6.5,4.3,3.5,5.5,5.3,59.1
37,Female,Employed,8.4,4.2,6.0,3.7,6.2,7.1,2,9.5,8.2,4.2,5.6,4.6,65.7
56,Female,Employed,7.0,7.2,6.1,2.3,5.1,5.5,2,9.7,3.5,7.9,9.2,3.3,62.2
56,Other,Employed,7.7,6.1,4.2,4.5,3.4,5.6,1,9.8,3.2,10.0,8.5,3.6,61.4
33,Male,Student,3.6,5.5,7.6,3.9,0.8,10.0,4,9.0,7.9,5.4,8.0,5.2,40.3
44,Male,Student,7.5,4.5,7.9,3.5,8.2,7.1,3,7.2,8.2,6.2,10.0,7.2,54.2
54,Female,Student,8.0,10.0,6.4,6.0,4.1,7.7,4,4.1,5.0,1.0,5.8,2.7,82.0
26,Female,Employed,4.6,2.5,4.7,3.7,8.0,8.9,2,8.4,5.0,7.7,9.0,3.6,65.3
24,Female,Student,9.2,4.3,8.7,1.5,3.0,6.5,1,7.9,7.1,3.0,8.6,3.5,51.1
48,Female,Employed,8.3,5.9,6.7,0.6,0.3,6.3,4,12.7,9.0,7.8,7.7,3.8,41.2
26,Female,Unemployed,5.8,5.3,2.3,0.4,6.0,7.1,1,0.0,5.4,5.3,5.0,1.0,61.8
46,Female,Employed,5.1,10.0,5.5,6.7,7.2,3.8,2,7.7,6.7,9.6,1.2,4.9,54.3
39,Male,Student,6.6,3.0,1.6,3.4,3.3,7.9,4,6.6,4.1,7.1,8.8,9.0,34.5
37,Female,Employed,6.1,2.8,4.5,0.3,5.4,4.6,2,4.6,6.9,5.4,10.0,9.2,26.4
20,Female,Employed,4.9,4.4,7.6,0.5,6.2,1.1,2,10.0,3.6,5.6,4.3,5.0,34.1
49,Other,Unemployed,4.5,6.0,5.3,0.8,1.8,7.7,5,0.7,7.7,1.1,5.4,6.5,38.8
58,Female,Employed,7.6,6.5,5.0,0.7,4.0,6.5,4,11.4,8.1,8.2,4.3,2.0,51.8
56,Male,Student,3.6,6.4,4.1,6.7,7.1,4.7,1,7.8,3.5,8.4,5.5,6.5,42.1
33,Male,Student,9.9,5.7,6.8,0.8,6.0,7.5,3,4.9,5.3,9.4,7.0,3.6,54.2
23,Male,Student,4.6,5.7,5.8,0.6,6.8,7.1,2,10.9,6.9,6.8,,7.5,32.3
35,Female,Student,4.9,3.5,12.4,0.1,3.3,4.4,2,2.9,4.7,8.2,5.2,6.9,29.4
33,Female,Unemployed,7.1,4.7,3.5,,8.3,7.9,3,0.9,6.0,9.2,6.0,5.4,65.6
25,Female,Employed,11.0,4.1,3.7,2.2,4.9,7.8,2,5.8,6.5,4.5,3.1,2.6,63.5
40,Female,Student,6.9,6.1,4.0,2.5,2.7,2.1,3,6.2,5.9,5.5,7.3,1.4,49.1
49,Male,Student,5.0,7.3,5.8,1.0,3.5,2.4,0,9.2,3.8,4.0,5.6,6.8,46.7
42,Female,Student,6.6,5.5,5.2,2.3,6.7,6.5,4,4.6,7.4,6.1,8.1,4.7,51.3
30,Male,Employed,7.0,4.9,5.6,2.8,4.3,4.8,2,7.8,8.5,1.3,10.0,5.8,58.9
50,Male,Student,5.4,7.7,6.6,0.1,7.0,8.7,1,7.5,6.9,2.8,7.7,3.3,79.1
25,Female,Employed,7.1,5.0,8.8,1.6,5.1,9.9,1,8.9,7.9,8.6,,4.5,57.2
58,Female,Unemployed,5.4,6.4,5.9,2.1,5.6,5.2,3,1.7,6.2,5.6,1.8,6.3,39.1
18,Female,Employed,8.2,7.7,7.5,3.3,3.6,6.2,1,10.4,10.0,4.4,9.8,7.0,63.6
26,Female,Student,4.3,4.7,3.7,0.5,3.4,4.6,2,8.6,4.8,1.7,7.6,6.0,43.0
32,Female,Student,9.5,5.2,1.8,1.2,9.2,4.2,3,5.5,4.4,8.7,10.0,3.1,72.6
31,Female,Student,4.2,5.9,3.8,0.3,5.5,1.6,3,6.6,7.0,5.1,5.9,5.0,31.9
21,Male,Student,7.5,4.4,4.4,5.0,2.0,5.1,2,4.6,4.8,4.5,8.0,7.1,60.3
25,Male,Employed,4.1,3.8,4.1,1.2,8.6,6.3,1,11.7,9.2,5.5,8.0,4.5,55.0
40,Female,Student,7.6,5.4,3.4,0.7,4.9,5.3,2,7.7,6.0,3.4,10.0,7.3,55.7
54,Male,Employed,7.0,6.3,3.8,2.7,5.2,4.3,0,8.2,6.6,1.0,7.6,2.4,65.3
33,Female,Employed,9.2,7.3,4.8,0.2,8.4,6.7,2,6.6,3.8,8.9,8.8,8.1,66.2
24,Male,Employed,6.6,7.4,6.5,0.8,5.1,8.9,1,3.4,9.3,9.9,,6.1,46.4
53,Female,Employed,5.3,5.9,3.2,0.4,1.1,7.2,1,6.1,7.3,1.0,5.8,3.3,52.1
53,Female,Employed,6.0,3.8,5.9,3.5,3.1,9.3,2,4.6,8.2,6.8,6.2,5.7,34.9
40,Female,Employed,7.2,4.3,6.3,8.1,9.8,3.4,0,2.8,3.8,4.8,7.9,2.4,77.2
42,Male,Student,4.6,4.0,4.9,1.0,1.2,9.4,3,10.0,6.5,2.8,6.9,4.4,37.5
46,Female,Student,3.1,3.6,7.6,1.0,5.1,6.6,4,8.3,5.4,5.2,4.6,4.6,44.1
39,Male,Student,6.4,4.2,6.6,,4.1,5.5,1,3.3,6.4,5.1,4.6,1.2,48.5
52,Male,Student,6.7,6.3,4.3,1.0,9.3,5.8,4,7.2,10.0,1.0,9.0,8.1,58.5
42,Male,Student,6.0,7.9,6.0,8.2,4.7,6.1,4,13.7,7.8,1.0,5.6,3.8,74.9
41,Male,Employed,7.5,5.0,6.1,1.2,7.7,5.4,3,7.8,2.9,5.0,2.8,3.0,63.0
32,Male,Student,8.2,9.6,0.8,4.2,3.2,7.6,1,7.1,7.8,5.8,2.5,7.0,63.2
23,Female,Student,6.4,7.5,4.6,2.8,4.9,7.6,4,9.0,5.5,7.7,5.0,5.4,50.2
43,Female,Student,7.9,8.6,9.8,1.4,6.5,8.7,3,3.6,5.6,3.7,7.8,4.8,69.3
52,Female,Employed,6.8,,8.6,0.5,5.6,7.0,2,11.7,7.0,4.9,8.9,3.7,74.5
43,Other,Student,5.7,6.7,4.5,2.8,10.0,8.5,4,7.0,6.2,2.3,4.5,7.9,61.2
27,Female,Student,7.3,4.3,13.3,1.7,6.3,6.6,3,6.7,6.4,7.2,5.0,6.7,24.8
22,Male,Student,4.8,6.0,6.8,3.2,3.5,6.2,4,7.0,4.1,2.6,4.1,7.8,37.4
24,Male,Student,4.7,7.1,5.1,0.0,3.3,8.6,0,10.3,5.5,4.1,6.0,4.3,66.6
26,Male,Student,6.1,5.6,7.7,1.9,4.3,4.0,2,4.4,4.3,3.0,8.7,3.4,61.8
59,Female,Employed,5.2,4.2,8.1,1.8,6.4,8.0,2,4.9,6.0,1.0,8.5,3.0,55.8
38,Female,Student,5.7,3.6,4.7,1.6,0.1,5.5,0,8.2,2.8,6.0,4.2,8.3,24.4
51,Male,Unemployed,5.7,,9.9,4.5,7.1,6.6,5,0.4,4.7,7.5,6.9,6.0,53.3
36,Female,Employed,6.1,4.2,8.0,2.9,8.0,3.4,1,6.5,6.3,2.5,9.9,5.0,56.1
37,Female,Unemployed,11.0,6.2,8.3,0.7,5.6,8.9,1,1.9,5.7,2.4,2.8,4.5,54.6
20,Male,Student,6.3,6.2,7.1,0.6,1.3,5.1,2,7.7,8.7,5.4,0.0,7.8,23.1
27,Male,Employed,7.4,8.1,4.1,1.6,8.8,3.2,0,7.2,8.3,9.0,4.5,5.8,60.2
59,Male,Student,3.8,8.3,6.3,0.9,2.7,9.8,1,6.1,9.9,7.7,8.0,7.7,43.4
59,Male,Student,5.8,5.7,4.0,2.6,5.7,5.9,2,11.1,5.8,7.2,5.2,4.0,45.0
36,Female,Student,5.8,5.8,1.2,0.5,3.6,10.0,0,4.1,3.3,7.6,6.0,6.0,60.8
19,Female,Student,6.8,7.9,2.3,1.0,6.7,5.9,0,5.2,6.2,5.7,3.9,5.0,55.2
56,Male,Student,5.3,7.7,7.9,0.2,3.1,4.3,3,7.8,7.9,4.1,8.5,6.0,60.3
33,Female,Employed,5.8,5.4,5.1,5.3,4.5,8.6,3,7.5,5.1,3.4,10.0,3.9,64.9
35,Female,Student,9.5,5.3,7.2,4.5,8.5,7.5,1,5.8,5.7,9.9,2.1,7.1,62.5
29,Male,Employed,6.3,6.5,4.7,3.6,4.0,6.2,1,8.8,7.5,8.5,5.9,5.5,46.8
25,Female,Employed,5.2,7.3,6.2,3.4,6.8,4.1,3,12.8,9.4,3.5,6.8,5.9,45.0
34,Male,Employed,5.4,7.0,3.0,3.1,6.7,4.9,0,11.5,6.5,2.7,6.3,5.1,61.0
52,Female,Student,8.6,5.2,8.1,8.3,6.2,3.7,3,5.3,7.2,8.2,10.0,7.0,51.5
37,Male,Employed,7.5,3.8,2.8,1.4,3.5,6.1,2,6.1,6.4,1.8,8.9,9.8,43.5
31,Female,Employed,5.9,6.9,6.1,0.6,0.1,7.6,3,6.6,7.8,8.7,5.4,4.4,47.2
37,Female,Employed,8.8,4.4,9.9,6.7,2.9,4.3,3,3.2,10.0,1.0,7.7,8.9,45.9
20,Male,Student,2.6,4.9,7.3,3.5,4.8,3.1,1,4.5,6.2,4.1,5.6,7.1,40.7
23,Female,Employed,4.8,2.3,8.0,0.1,2.8,6.1,0,8.8,8.2,6.7,6.9,3.5,32.4
51,Male,Student,6.5,7.2,24.594016927270616,1.2,4.8,5.2,6,8.0,5.2,4.5,8.8,5.2,61.0
45,Female,Employed,7.5,4.6,6.2,1.5,7.7,9.0,4,3.7,4.1,3.4,6.1,6.0,51.4
20,Male,Student,7.3,6.7,7.2,3.3,9.6,5.6,4,4.8,6.6,8.8,4.7,4.2,63.2
46,Female,Student,6.6,6.1,9.4,0.8,9.4,7.4,4,9.1,3.7,4.7,,5.4,54.8
46,Female,Employed,6.6,6.1,6.3,4.7,10.0,2.6,2,4.2,4.6,7.3,6.3,6.5,58.3
53,Female,Unemployed,5.9,7.5,1.0,2.1,5.7,8.6,1,1.0,6.5,2.5,10.0,3.8,76.1
42,Female,Student,7.1,6.0,5.0,5.6,4.4,7.1,2,4.6,5.6,6.7,8.5,9.6,48.5
26,Female,Employed,5.5,7.8,7.3,0.5,4.7,5.6,3,4.7,5.4,8.4,6.8,2.8,51.4
46,Female,Employed,3.4,5.9,9.6,3.8,4.6,4.8,0,6.0,8.6,5.2,2.1,5.2,35.4
19,Male,Employed,7.4,8.4,4.9,4.9,3.9,10.0,0,6.4,6.6,3.4,6.0,8.0,63.1
18,Male,Employed,5.6,7.8,4.1,7.3,4.7,6.9,2,9.2,7.1,3.1,4.7,3.2,70.2
29,Other,Employed,6.3,7.0,4.6,0.1,4.1,4.5,0,8.9,5.9,6.8,7.0,4.9,52.2
35,Female,Employed,4.6,5.0,7.2,0.6,7.0,4.3,1,7.1,4.4,1.0,6.8,5.6,57.3
47,Female,Employed,6.3,6.8,2.0,2.1,7.7,2.5,2,6.8,7.4,5.6,5.9,5.3,65.5
36,Male,Student,7.1,6.6,6.8,0.5,3.7,7.7,5,9.1,6.4,1.2,8.2,4.0,58.1
34,Male,Student,6.5,5.3,5.1,3.2,8.4,7.0,0,7.2,10.0,7.9,6.6,5.8,54.2
32,Other,Employed,7.6,,2.9,3.1,3.3,5.0,2,9.4,4.1,2.3,6.6,8.2,68.1
50,Male,Employed,8.9,5.3,5.0,3.2,7.3,6.5,2,8.3,6.3,8.0,,4.6,56.8
29,Female,Employed,5.1,6.5,9.4,14.0,7.7,4.2,7,4.3,6.2,8.2,5.0,9.3,43.4
56,Female,Student,7.7,7.6,2.5,1.2,1.9,6.3,2,4.5,6.9,3.5,6.8,6.0,58.9
39,Female,Student,7.5,7.9,8.3,0.5,3.2,6.0,6,9.6,9.5,9.7,5.1,7.9,30.3
37,Female,Employed,7.3,6.7,6.9,1.9,7.3,9.2,1,2.6,4.9,2.8,8.2,7.9,67.4
36,Male,Employed,7.6,6.7,4.2,,5.5,5.5,5,8.5,4.8,7.7,8.6,4.7,66.2
42,Male,Employed,6.0,7.5,8.6,1.7,5.8,5.2,4,6.0,8.3,10.0,9.8,3.0,62.1
26,Female,Employed,8.0,5.2,5.0,6.8,4.5,5.7,2,9.9,7.2,5.2,8.3,4.8,59.8
33,Female,Student,4.5,8.7,5.2,,6.2,6.5,2,10.8,6.1,5.0,6.2,8.3,54.3
39,Female,Student,5.8,6.2,5.0,3.6,4.3,1.9,1,7.6,5.7,7.7,5.5,2.6,46.7
34,Male,Employed,4.4,2.9,6.3,6.7,5.4,6.2,4,7.0,9.1,5.6,9.6,5.8,37.1
59,Female,Employed,7.3,6.8,6.7,,8.8,9.0,3,5.6,6.2,5.2,5.4,3.3,70.4
40,Female,Employed,8.4,6.3,4.8,7.1,4.8,3.6,1,3.8,7.8,4.4,8.8,3.2,70.2
21,Male,Employed,6.8,4.4,5.0,4.7,5.0,10.0,5,9.0,6.6,7.1,6.9,2.5,66.1
33,Female,Unemployed,5.9,7.5,5.8,0.2,4.2,7.0,4,1.2,1.4,3.1,9.8,10.0,59.4
50,Female,Student,7.8,5.5,8.2,2.4,4.3,5.0,3,9.6,5.2,3.2,5.6,3.6,57.1
52,Male,Employed,7.9,5.0,6.9,2.9,3.4,3.9,0,10.6,5.8,4.4,6.7,8.3,35.9
23,Male,Student,8.0,5.4,9.1,4.2,4.7,5.3,2,5.5,7.0,4.7,3.6,5.6,50.1
22,Female,Employed,3.3,5.9,9.9,1.2,7.0,5.4,0,8.8,4.6,10.0,7.5,1.7,57.2
24,Male,Student,6.8,7.4,9.2,0.9,3.3,3.6,5,5.2,6.1,7.0,8.0,7.0,47.8
31,Female,Employed,7.5,4.8,24.944000493074558,6.3,6.1,6.6,1,14.0,7.7,7.5,8.6,6.9,50.0
57,Male,Student,3.5,7.2,5.9,2.5,10.0,6.5,1,7.7,6.8,4.3,9.1,7.2,59.3
43,Female,Employed,6.0,7.3,4.2,1.8,6.0,7.3,0,8.1,5.5,7.2,,2.8,74.2
43,Other,Student,6.6,5.1,5.4,0.9,7.9,4.3,1,8.5,5.4,3.5,3.8,10.0,32.2
38,Male,Employed,8.4,,1.5,1.3,6.2,8.0,3,3.6,5.4,5.7,5.9,10.0,45.5
39,Female,Employed,5.8,7.2,6.6,3.3,5.9,1.7,3,9.6,7.9,3.6,6.1,5.3,51.0
58,Female,Employed,7.6,3.8,10.0,7.3,3.4,5.6,0,10.2,1.0,5.9,6.6,5.8,54.7
43,Female,Employed,6.7,5.2,8.9,6.8,7.0,8.9,3,6.8,9.8,5.3,8.2,1.5,71.0
56,Male,Employed,5.7,4.9,3.0,1.4,6.8,2.5,3,11.2,6.7,3.6,7.0,8.4,45.5
44,Male,Student,8.1,3.9,5.2,2.8,2.3,8.5,2,12.3,4.3,4.5,6.8,3.9,59.4
21,Other,Student,5.9,4.5,5.7,0.7,8.1,8.7,3,5.6,7.6,4.6,10.0,3.3,69.5
31,Male,Employed,7.9,4.4,8.5,1.3,2.8,6.7,1,5.8,7.2,3.4,5.8,7.4,46.4
50,Male,Student,6.3,5.9,7.3,1.0,10.0,,1,6.8,5.5,1.0,8.2,3.9,71.7
30,Male,Student,6.2,4.5,8.7,4.0,7.2,6.6,1,6.0,10.0,5.3,6.5,4.9,61.7
58,Male,Employed,5.4,3.9,4.5,7.0,2.0,7.4,1,7.1,3.6,1.0,8.5,5.5,58.8
42,Female,Student,6.0,4.0,4.1,14.0,4.0,10.0,3,5.6,5.7,4.9,9.3,5.4,58.2
50,Other,Employed,6.5,5.0,5.4,0.3,7.5,,0,7.7,6.5,4.8,10.0,8.3,46.3
54,Male,Employed,6.5,7.7,6.4,5.1,7.0,4.3,2,9.9,6.2,5.7,6.9,9.1,55.0
30,Male,Employed,5.3,6.0,6.4,0.3,3.7,6.1,2,9.8,4.8,6.9,3.3,4.6,35.1
44,Male,Employed,6.4,,4.9,0.8,4.6,5.2,0,7.8,5.7,5.9,10.0,6.5,56.8
27,Other,Employed,7.7,5.3,2.9,1.1,5.9,,1,9.3,6.5,8.7,5.8,4.3,44.4
45,Female,Student,6.9,9.9,5.2,1.3,5.3,3.5,1,11.3,5.5,5.4,4.0,4.4,72.2
48,Female,Employed,5.3,5.8,10.9,0.8,5.0,6.5,0,4.5,3.6,3.6,6.5,1.3,66.9
23,Male,Student,7.4,5.5,7.6,1.5,5.5,4.0,0,5.1,6.6,9.8,5.5,5.0,49.2
46,Male,Employed,7.1,4.1,8.1,0.2,5.7,3.1,2,10.5,5.0,4.1,,9.5,32.7
57,Male,Student,8.4,6.3,10.5,0.4,0.1,7.0,4,8.1,5.5,7.3,10.0,6.4,38.3
53,Male,Employed,7.3,5.4,20.163675835023696,0.1,7.4,6.6,5,5.7,7.0,4.1,9.1,9.5,46.2
34,Female,Unemployed,7.0,10.0,6.3,1.9,6.9,3.1,3,0.8,3.1,3.4,5.4,6.7,64.0
29,Female,Employed,6.7,4.5,8.1,4.8,5.5,3.8,1,6.2,5.0,3.2,3.1,5.6,45.3
44,Male,Student,7.0,7.9,11.3,4.4,4.3,5.2,3,12.9,3.0,3.8,6.1,5.6,69.8
34,Male,Student,7.5,8.6,7.7,5.5,7.7,7.5,3,8.7,6.2,6.9,,3.9,62.5
47,Female,Employed,6.5,5.8,3.1,10.2,8.1,3.1,3,5.7,3.8,7.9,7.4,4.3,63.5
46,Female,Employed,8.6,,5.5,1.1,3.9,9.4,3,3.2,7.0,7.0,10.0,10.0,62.9
27,Female,Student,6.9,6.0,5.9,3.4,5.4,4.1,1,7.6,6.2,9.0,6.3,10.0,32.3
41,Female,Employed,9.0,1.5,1.8,1.8,5.8,6.1,1,7.8,7.0,1.8,8.0,7.4,51.2
40,Male,Student,6.8,8.3,5.1,2.2,5.5,7.9,2,9.2,7.1,2.5,9.7,3.6,76.4
57,Male,Student,6.6,6.2,6.1,3.7,3.8,5.8,2,9.8,6.4,7.4,7.9,8.1,49.7
23,Male,Employed,7.4,5.9,3.7,0.5,5.7,9.6,1,8.1,3.8,7.2,10.0,2.4,73.2
49,Male,Unemployed,7.5,9.3,6.2,2.4,4.5,2.2,0,3.5,7.2,9.3,3.6,1.2,59.9
50,Female,Student,4.7,5.5,7.2,0.4,9.4,8.7,5,6.6,5.5,10.0,6.2,4.4,56.4
24,Male,Student,4.1,10.0,4.2,2.5,2.9,7.6,1,4.3,6.1,2.2,6.5,6.1,59.1
30,Male,Employed,5.7,5.4,5.9,3.3,0.5,7.7,2,6.0,4.7,1.0,7.9,3.6,53.7
18,Female,Employed,5.2,7.9,8.5,3.5,5.9,6.3,2,4.4,4.7,2.8,8.5,5.8,72.1
45,Female,Student,7.0,3.8,6.0,1.7,7.0,6.7,3,7.3,8.2,8.7,10.0,4.2,48.6
36,Male,Student,7.3,,6.3,1.3,5.4,6.7,4,6.2,4.7,1.2,5.9,4.0,79.3
30,Male,Employed,6.1,6.2,1.8,2.8,5.3,4.3,3,7.3,6.1,7.6,2.2,8.2,38.7
58,Male,Employed,8.1,10.0,5.8,2.6,2.3,1.1,2,12.0,6.4,4.1,,3.9,66.0
45,Male,Student,3.0,7.3,5.8,0.1,3.8,3.2,2,7.0,5.9,2.3,7.4,5.9,51.8
40,Male,Unemployed,2.6,6.9,3.5,2.0,5.9,8.2,1,0.0,4.0,6.0,5.9,4.5,49.8
26,Female,Employed,6.6,3.9,5.9,4.6,6.0,3.9,4,7.7,8.2,4.7,6.5,4.7,45.2
34,Female,Student,3.9,4.9,6.0,1.9,3.0,5.4,1,6.5,7.2,1.0,6.5,4.5,53.0
49,Male,Unemployed,6.0,8.3,10.2,1.3,6.5,6.2,0,0.5,7.1,2.9,7.2,6.9,52.1
24,Male,Unemployed,8.0,5.3,6.8,1.9,6.7,5.3,2,0.7,9.3,8.7,2.7,6.9,36.9
25,Female,Employed,5.5,6.1,7.6,2.7,7.6,7.9,1,7.3,5.3,7.7,5.5,4.1,56.8
52,Other,Employed,4.4,6.5,5.5,3.1,5.2,6.9,1,9.6,5.8,5.6,6.3,3.3,65.9
28,Male,Student,7.0,7.5,8.0,3.2,4.5,9.5,1,7.7,4.1,5.4,4.5,1.7,72.3
37,Female,Employed,6.2,7.4,8.6,1.6,4.3,3.6,3,8.2,5.8,4.6,8.3,4.2,53.2
28,Male,Employed,2.9,8.6,4.8,2.5,1.0,5.6,0,8.8,4.8,7.2,9.3,7.7,37.9
42,Female,Student,10.0,5.0,5.1,0.7,5.8,5.7,5,6.5,4.0,4.7,3.4,1.7,72.4
18,Male,Employed,5.7,5.1,4.4,0.0,4.7,3.4,1,4.2,8.2,2.4,,6.0,42.3
47,Male,Employed,5.5,5.1,5.8,0.3,3.9,7.6,3,7.7,7.4,6.0,5.3,4.5,53.7
38,Female,Student,7.5,6.2,5.6,0.5,5.7,2.6,3,2.9,6.7,7.7,3.0,2.5,50.7
38,Male,Student,7.5,6.1,8.6,2.2,7.3,8.6,1,7.0,5.2,6.3,6.7,4.8,68.2
36,Female,Employed,4.7,8.3,3.0,3.7,6.2,5.4,1,10.1,7.3,6.7,10.0,8.5,59.6
48,Female,Employed,5.2,3.0,7.6,0.4,6.9,4.9,2,4.9,4.9,1.1,4.5,4.5,47.7
42,Male,Employed,6.7,5.1,2.8,0.9,2.5,7.2,1,5.6,6.5,6.3,6.3,3.0,49.8
31,Female,Employed,7.6,4.4,5.8,1.5,4.8,6.7,2,6.6,6.1,6.0,4.4,7.5,38.1
40,Female,Employed,6.5,2.5,4.7,0.1,2.7,6.2,3,8.1,8.6,5.1,4.0,1.0,46.9
35,Female,Unemployed,6.5,8.1,7.3,2.3,2.9,6.8,1,1.0,7.1,7.4,4.8,2.0,60.5
58,Female,Employed,7.2,7.9,3.4,0.5,4.3,6.5,2,5.4,5.6,5.7,7.2,7.5,48.4
30,Female,Student,5.7,5.3,3.9,6.2,7.2,7.6,5,4.9,4.0,7.1,6.7,5.3,65.0
53,Female,Student,7.8,4.9,7.4,1.0,8.5,2.5,2,3.8,4.8,6.0,6.7,5.4,48.2
19,Female,Unemployed,5.9,3.7,5.0,4.0,9.8,6.7,2,1.3,6.3,7.7,6.4,5.8,58.5
35,Female,Employed,5.6,7.6,7.0,4.5,8.4,4.3,2,5.4,4.4,4.6,6.7,8.1,47.5
31,Male,Employed,7.9,8.5,0.9,0.9,5.3,8.5,3,9.4,3.2,3.1,6.9,6.2,77.4
30,Female,Student,3.8,4.5,8.9,0.4,6.7,4.0,1,7.4,5.1,1.7,6.5,5.1,53.9
20,Male,Employed,4.4,6.1,4.6,0.7,8.5,5.4,3,7.6,7.1,7.9,5.4,5.2,61.4
49,Male,Student,6.1,7.4,8.0,0.3,4.2,5.0,3,5.4,6.0,6.2,5.9,4.1,41.2
47,Female,Unemployed,7.1,1.7,3.6,2.0,4.0,7.1,2,0.0,5.2,3.2,9.7,7.3,50.7
19,Male,Employed,6.1,5.7,5.4,0.2,4.2,6.8,1,7.1,10.0,6.2,6.5,10.0,25.6
57,Male,Student,4.4,7.4,6.9,1.7,4.7,6.9,1,8.8,7.2,3.9,5.4,8.1,38.9
40,Male,Unemployed,2.6,6.9,3.5,2.0,5.9,8.2,1,0.0,4.0,6.0,5.9,4.5,49.8
19,Male,Student,3.9,3.5,6.2,3.9,6.2,6.1,0,7.8,7.0,6.1,8.5,6.6,46.9
31,Other,Unemployed,5.1,8.8,7.1,8.3,5.2,7.0,3,0.0,2.8,5.4,8.5,8.0,57.9
30,Male,Employed,6.6,7.5,2.7,0.9,6.1,2.0,3,7.1,5.6,3.6,6.7,6.4,50.6
20,Male,Employed,6.2,2.8,5.4,1.1,9.7,5.9,1,6.2,7.7,4.9,7.8,7.6,55.0
30,Female,Employed,5.9,5.0,8.8,0.6,7.2,6.3,2,6.7,3.5,8.0,6.1,3.1,47.6
55,Male,Student,5.6,8.0,10.4,1.4,8.4,8.6,2,9.0,3.4,2.3,8.0,1.0,81.9
42,Female,Employed,7.0,8.2,7.0,7.8,8.3,8.4,0,8.7,2.1,1.4,7.4,8.2,93.3
57,Female,Employed,6.8,6.4,7.9,0.2,4.9,6.7,1,5.0,6.2,6.2,9.3,3.1,56.8
52,Female,Employed,7.6,6.5,6.8,2.3,7.4,5.0,4,7.1,6.2,3.3,6.7,5.8,58.7
55,Male,Employed,5.9,3.4,8.7,8.8,2.3,4.4,1,6.3,5.6,5.3,4.2,5.3,40.6
